epoch,accuracy,loss,val_accuracy,val_loss
0,0.77212536,0.492607652287534,0.6977002024650574,0.7052795546442625
1,0.8021494,0.4273782036090386,0.7841507196426392,0.44854305014447776
2,0.81619143,0.4023606775392414,0.7628151774406433,0.5193926155913996
3,0.8424586,0.3568442518479676,0.7143253087997437,0.6246782742104197
4,0.8791957,0.28660733762975027,0.7348296046257019,0.6096805199984865
5,0.9210137,0.19550365669086237,0.7001939415931702,0.8927088655174258
6,0.9527006,0.12667621930539993,0.7547796964645386,0.6762621401749546
7,0.9684055,0.08370720875854598,0.7015793919563293,0.7911822188260582
8,0.975642,0.06747430026812962,0.7622610330581665,1.0923365203585773
9,0.9797992,0.05616412766079561,0.7517317533493042,0.9868802061104714
10,0.9816161,0.05091031110492926,0.7658631205558777,0.9273179000056196
11,0.9845723,0.04183232187087956,0.7597672343254089,1.0458517272771644
12,0.9869434,0.03720099596609991,0.752008855342865,0.9997214526144479
13,0.9869126,0.03716671444110739,0.7639235258102417,1.2404164460003293
14,0.98777485,0.033193229545301746,0.7636464238166809,1.4430548872568496
15,0.99011517,0.029171076443864487,0.7633693814277649,1.1663745882505194
16,0.99023837,0.02903799848436609,0.54945969581604,3.042995577342096
17,0.9907618,0.02732165128559557,0.7630922794342041,1.179567346681218
18,0.99174726,0.02471173050927634,0.7545026540756226,0.9985115044200873
19,0.9916856,0.023568102729153693,0.7533943057060242,1.6001572500770855
20,0.99211675,0.022803031407836138,0.7794402837753296,1.2028320520728142
21,0.9930714,0.02087463871533662,0.6924355626106262,2.3365469379218933
22,0.99153167,0.02346088017383685,0.7525630593299866,1.5548192076684366
23,0.9928866,0.02021681030527585,0.7583818435668945,1.416648132248115
24,0.99374884,0.01924146382390035,0.7561651468276978,1.460809788237519
25,0.99285585,0.020429527224782158,0.7556109428405762,1.6864631239414611
26,0.9934717,0.01838819873082568,0.7653089761734009,1.3400230469483025
27,0.9951038,0.015619153058511102,0.7689110636711121,1.6797144959329007
28,0.9939644,0.01728737141074768,0.7697423100471497,1.6666095835510533
29,0.9945187,0.01680348610052713,0.7179273962974548,1.084327444174046
